description,industry,level,size,line_code,value
Did business undertake or fund research and development in low emission products: Not applicable,Insurance,2,total,C2201.04,12
Did business undertake or fund research and development in low emission products: Not applicable,Auxiliary,2,total,C2201.04,120
Did business undertake or fund research and development in low emission products: Not applicable,"Rental, hiring, & real estate services",1,total,C2201.04,291
Did business undertake or fund research and development in low emission products: Not applicable,"Professional, scientific, & technical services",1,total,C2201.04,1095
Did business undertake or fund research and development in low emission products: Not applicable,Computer systems design,2,total,C2201.04,195
Did business undertake or fund research and development in low emission products: Not applicable,Other professional scientific,2,total,C2201.04,903
Did business undertake or fund research and development in low emission products: Not applicable,Administrative & support services,1,total,C2201.04,546
Did business undertake or fund research and development in low emission products: Not applicable,Education & training,1,total,C2201.04,327
Did business undertake or fund research and development in low emission products: Not applicable,Health care & social assistance,1,total,C2201.04,825
Did business undertake or fund research and development in low emission products: Not applicable,Arts & recreation services,1,total,C2201.04,96
Did business undertake or fund research and development in low emission products: Not applicable,Other services,1,total,C2201.04,276
Did business undertake or fund research and development in low emission products: Not applicable,total,0,total,C2201.04,10380
Did business undertake or fund research and development in low emission processes: Yes,total,0,6–19 employees,C2202.01,972
Did business undertake or fund research and development in low emission processes: Yes,total,0,20–49 employees,C2202.01,357
Did business undertake or fund research and development in low emission processes: Yes,total,0,50–99 employees,C2202.01,138
Did business undertake or fund research and development in low emission processes: Yes,total,0,100+ employees,C2202.01,213
Did business undertake or fund research and development in low emission processes: Yes,"Agriculture, forestry, & fishing",1,total,C2202.01,192
Did business undertake or fund research and development in low emission processes: Yes,Agriculture,2,total,C2202.01,162
Did business undertake or fund research and development in low emission processes: Yes,Commercial fishing,2,total,C2202.01,0
Did business undertake or fund research and development in low emission processes: Yes,Forestry & logging,2,total,C2202.01,12
Did business undertake or fund research and development in low emission processes: Yes,"Agriculture, forestry, & fishing support services",2,total,C2202.01,21
Did business undertake or fund research and development in low emission processes: Yes,Mining,1,total,C2202.01,15
Did business undertake or fund research and development in low emission processes: Yes,Manufacturing,1,total,C2202.01,279
Did business undertake or fund research and development in low emission processes: Yes,"Food, beverage, & tobacco",2,total,C2202.01,90
Did business undertake or fund research and development in low emission processes: Yes,"Textile, clothing, footwear, & leather",2,total,C2202.01,15
Did business undertake or fund research and development in low emission processes: Yes,Wood & paper product,2,total,C2202.01,30
Did business undertake or fund research and development in low emission processes: Yes,"Printing, publishing, & recorded media",2,total,C2202.01,6
Did business undertake or fund research and development in low emission processes: Yes,"Petroleum, coal, chemical, & associated product",2,total,C2202.01,36
Did business undertake or fund research and development in low emission processes: Yes,Non-metallic mineral product,2,total,C2202.01,24
Did business undertake or fund research and development in low emission processes: Yes,Metal product,2,total,C2202.01,30
Did business undertake or fund research and development in low emission processes: Yes,Transport and industrial machinery & equipment,2,total,C2202.01,3
Did business undertake or fund research and development in low emission processes: Yes,Other machinery & equipment,2,total,C2202.01,24
